Trend,Date,Hour,Load
24570,10/21/2007,19,5901
24571,10/21/2007,20,6452
24572,10/21/2007,21,6275
24573,10/21/2007,22,5624
24574,10/21/2007,23,4849
24575,10/21/2007,24,4069
24576,10/22/2007,1,3538
24577,10/22/2007,2,3295
24578,10/22/2007,3,3200
24579,10/22/2007,4,3181
24580,10/22/2007,5,3318
24581,10/22/2007,6,3969
24582,10/22/2007,7,5137
24583,10/22/2007,8,5119
24584,10/22/2007,9,4647
24585,10/22/2007,10,4524
24586,10/22/2007,11,4588
24587,10/22/2007,12,4683
24588,10/22/2007,13,4878
24589,10/22/2007,14,5120
24590,10/22/2007,15,5340
24591,10/22/2007,16,5547
24592,10/22/2007,17,5805
24593,10/22/2007,18,6185
24594,10/22/2007,19,6589
24595,10/22/2007,20,7095
24596,10/22/2007,21,6843
24597,10/22/2007,22,6181
24598,10/22/2007,23,5319
24599,10/22/2007,24,4424
24600,10/23/2007,1,3800
24601,10/23/2007,2,3478
24602,10/23/2007,3,3320
24603,10/23/2007,4,3250
24604,10/23/2007,5,3343
24605,10/23/2007,6,4006
24606,10/23/2007,7,5113
24607,10/23/2007,8,5103
24608,10/23/2007,9,4695
24609,10/23/2007,10,4614
24610,10/23/2007,11,4788
24611,10/23/2007,12,4919
24612,10/23/2007,13,5291
24613,10/23/2007,14,5560
24614,10/23/2007,15,5639
24615,10/23/2007,16,5835
24616,10/23/2007,17,6184
24617,10/23/2007,18,6629
24618,10/23/2007,19,7269
24619,10/23/2007,20,7842
24620,10/23/2007,21,7609
24621,10/23/2007,22,6979
24622,10/23/2007,23,6166
24623,10/23/2007,24,5254
24624,10/24/2007,1,4630
24625,10/24/2007,2,4291
24626,10/24/2007,3,4179
24627,10/24/2007,4,4114
24628,10/24/2007,5,4176
24629,10/24/2007,6,4809
24630,10/24/2007,7,6062
24631,10/24/2007,8,6166
24632,10/24/2007,9,5646
24633,10/24/2007,10,5626
24634,10/24/2007,11,5321
24635,10/24/2007,12,5438
24636,10/24/2007,13,5541
24637,10/24/2007,14,5710
24638,10/24/2007,15,5849
24639,10/24/2007,16,5513
24640,10/24/2007,17,5672
24641,10/24/2007,18,6509
24642,10/24/2007,19,7149
24643,10/24/2007,20,7496
24644,10/24/2007,21,7433
24645,10/24/2007,22,6855
24646,10/24/2007,23,5925
24647,10/24/2007,24,4970
24648,10/25/2007,1,4276
24649,10/25/2007,2,3936
24650,10/25/2007,3,3754
24651,10/25/2007,4,3643
24652,10/25/2007,5,3640
24653,10/25/2007,6,4184
24654,10/25/2007,7,5288
24655,10/25/2007,8,5311
24656,10/25/2007,9,4875
24657,10/25/2007,10,4728
24658,10/25/2007,11,4728
24659,10/25/2007,12,4677
24660,10/25/2007,13,4626
24661,10/25/2007,14,4599
24662,10/25/2007,15,4530
24663,10/25/2007,16,4604
24664,10/25/2007,17,4873
24665,10/25/2007,18,5392
24666,10/25/2007,19,6033
24667,10/25/2007,20,6302
24668,10/25/2007,21,6089
24669,10/25/2007,22,5644
24670,10/25/2007,23,4942
24671,10/25/2007,24,4220
24672,10/26/2007,1,3689
24673,10/26/2007,2,3406
24674,10/26/2007,3,3296
24675,10/26/2007,4,3281
24676,10/26/2007,5,3400
24677,10/26/2007,6,3935
24678,10/26/2007,7,5020
24679,10/26/2007,8,5220
24680,10/26/2007,9,4956
24681,10/26/2007,10,4878
24682,10/26/2007,11,4875
24683,10/26/2007,12,4815
24684,10/26/2007,13,4784
24685,10/26/2007,14,4763
24686,10/26/2007,15,4722
24687,10/26/2007,16,4769
24688,10/26/2007,17,4908
24689,10/26/2007,18,5203
24690,10/26/2007,19,5745
24691,10/26/2007,20,5923
24692,10/26/2007,21,5790
24693,10/26/2007,22,5518
24694,10/26/2007,23,5173
24695,10/26/2007,24,4605
24696,10/27/2007,1,4102
24697,10/27/2007,2,3794
24698,10/27/2007,3,3631
24699,10/27/2007,4,3533
24700,10/27/2007,5,3490
24701,10/27/2007,6,3538
24702,10/27/2007,7,3748
24703,10/27/2007,8,4097
24704,10/27/2007,9,4671
24705,10/27/2007,10,5119
24706,10/27/2007,11,5326
24707,10/27/2007,12,5311
24708,10/27/2007,13,5359
24709,10/27/2007,14,5478
24710,10/27/2007,15,5555
24711,10/27/2007,16,5710
24712,10/27/2007,17,5789
24713,10/27/2007,18,5724
24714,10/27/2007,19,5709
24715,10/27/2007,20,5948
24716,10/27/2007,21,5743
24717,10/27/2007,22,5396
24718,10/27/2007,23,4960
24719,10/27/2007,24,4409
24720,10/28/2007,1,3911
24721,10/28/2007,2,3598
24722,10/28/2007,3,3435
24723,10/28/2007,4,3367
24724,10/28/2007,5,3372
24725,10/28/2007,6,3475
24726,10/28/2007,7,3741
24727,10/28/2007,8,4359
24728,10/28/2007,9,5164
24729,10/28/2007,10,5481
24730,10/28/2007,11,5272
24731,10/28/2007,12,5081
24732,10/28/2007,13,5035
24733,10/28/2007,14,5038
24734,10/28/2007,15,5007
24735,10/28/2007,16,4936
24736,10/28/2007,17,5015
24737,10/28/2007,18,5189
24738,10/28/2007,19,5828
24739,10/28/2007,20,6503
24740,10/28/2007,21,6447
24741,10/28/2007,22,5987
24742,10/28/2007,23,5360
24743,10/28/2007,24,4737
24744,10/29/2007,1,4302
24745,10/29/2007,2,4146
24746,10/29/2007,3,4152
24747,10/29/2007,4,4247
24748,10/29/2007,5,4517
24749,10/29/2007,6,5383
24750,10/29/2007,7,6378
24751,10/29/2007,8,6393
24752,10/29/2007,9,5889
24753,10/29/2007,10,5411
24754,10/29/2007,11,4973
24755,10/29/2007,12,4644
24756,10/29/2007,13,4365
24757,10/29/2007,14,4199
24758,10/29/2007,15,4014
24759,10/29/2007,16,3992
24760,10/29/2007,17,4242
24761,10/29/2007,18,4780
24762,10/29/2007,19,5806
24763,10/29/2007,20,6603
24764,10/29/2007,21,6668
24765,10/29/2007,22,6328
24766,10/29/2007,23,5699
24767,10/29/2007,24,5090
24768,10/30/2007,1,4750
24769,10/30/2007,2,4726
24770,10/30/2007,3,4877
24771,10/30/2007,4,5076
24772,10/30/2007,5,5465
24773,10/30/2007,6,6545
24774,10/30/2007,7,8033
24775,10/30/2007,8,7907
24776,10/30/2007,9,6985
24777,10/30/2007,10,6021
24778,10/30/2007,11,5240
24779,10/30/2007,12,4670
24780,10/30/2007,13,4269
24781,10/30/2007,14,4042
24782,10/30/2007,15,3879
24783,10/30/2007,16,3888
24784,10/30/2007,17,4117
24785,10/30/2007,18,4634
24786,10/30/2007,19,5442
24787,10/30/2007,20,6190
24788,10/30/2007,21,6223
24789,10/30/2007,22,5897
24790,10/30/2007,23,5317
24791,10/30/2007,24,4651
24792,10/31/2007,1,4325
24793,10/31/2007,2,4288
24794,10/31/2007,3,4387
24795,10/31/2007,4,4576
24796,10/31/2007,5,4910
24797,10/31/2007,6,5821
24798,10/31/2007,7,7204
24799,10/31/2007,8,7111
24800,10/31/2007,9,6246
24801,10/31/2007,10,5476
24802,10/31/2007,11,4789
24803,10/31/2007,12,4361
24804,10/31/2007,13,4041
24805,10/31/2007,14,3908
24806,10/31/2007,15,3828
24807,10/31/2007,16,3909
24808,10/31/2007,17,4145
24809,10/31/2007,18,4440
24810,10/31/2007,19,4823
24811,10/31/2007,20,4932
24812,10/31/2007,21,5065
24813,10/31/2007,22,5036
24814,10/31/2007,23,4444
24815,10/31/2007,24,3664
24816,11/1/2007,1,3216
24817,11/1/2007,2,3050
24818,11/1/2007,3,3036
24819,11/1/2007,4,3063
24820,11/1/2007,5,3295
24821,11/1/2007,6,4052
24822,11/1/2007,7,5273
24823,11/1/2007,8,5205
24824,11/1/2007,9,4553
24825,11/1/2007,10,4224
24826,11/1/2007,11,4052
24827,11/1/2007,12,3882
24828,11/1/2007,13,3844
24829,11/1/2007,14,3847
24830,11/1/2007,15,3847
24831,11/1/2007,16,3967
24832,11/1/2007,17,4148
24833,11/1/2007,18,4532
24834,11/1/2007,19,5261
24835,11/1/2007,20,5803
24836,11/1/2007,21,5655
24837,11/1/2007,22,5149
24838,11/1/2007,23,4426
24839,11/1/2007,24,3612
24840,11/2/2007,1,3104
24841,11/2/2007,2,2896
24842,11/2/2007,3,2829
24843,11/2/2007,4,2845
24844,11/2/2007,5,3050
24845,11/2/2007,6,3799
24846,11/2/2007,7,5161
24847,11/2/2007,8,5357
24848,11/2/2007,9,4878
24849,11/2/2007,10,4616
24850,11/2/2007,11,4454
24851,11/2/2007,12,4207
24852,11/2/2007,13,3996
24853,11/2/2007,14,3835
24854,11/2/2007,15,3787
24855,11/2/2007,16,3817
24856,11/2/2007,17,4033
24857,11/2/2007,18,4374
24858,11/2/2007,19,5063
24859,11/2/2007,20,5538
24860,11/2/2007,21,5617
24861,11/2/2007,22,5524
24862,11/2/2007,23,5205
24863,11/2/2007,24,4750
24864,11/3/2007,1,4357
24865,11/3/2007,2,4142
24866,11/3/2007,3,4082
24867,11/3/2007,4,4108
24868,11/3/2007,5,4191
24869,11/3/2007,6,4418
24870,11/3/2007,7,4771
24871,11/3/2007,8,5279
24872,11/3/2007,9,5780
24873,11/3/2007,10,5707
24874,11/3/2007,11,5501
24875,11/3/2007,12,5222
24876,11/3/2007,13,4751
24877,11/3/2007,14,4469
24878,11/3/2007,15,4263
24879,11/3/2007,16,4322
24880,11/3/2007,17,4464
24881,11/3/2007,18,4932
24882,11/3/2007,19,5524
24883,11/3/2007,20,6026
24884,11/3/2007,21,6077
24885,11/3/2007,22,6024
24886,11/3/2007,23,5837
24887,11/3/2007,24,5481
24888,11/4/2007,1,5184
24889,11/4/2007,2,5020
24890,11/4/2007,3,5080
24891,11/4/2007,4,5225
24892,11/4/2007,5,5464
24893,11/4/2007,6,5867
24894,11/4/2007,7,6476
24895,11/4/2007,8,7322
24896,11/4/2007,9,7335
24897,11/4/2007,10,6689
24898,11/4/2007,11,5856
24899,11/4/2007,12,5319
24900,11/4/2007,13,5052
24901,11/4/2007,14,4926
24902,11/4/2007,15,4873
24903,11/4/2007,16,4978
24904,11/4/2007,17,5258
24905,11/4/2007,18,6103
24906,11/4/2007,19,6696
24907,11/4/2007,20,6800
24908,11/4/2007,21,6687
24909,11/4/2007,22,6245
24910,11/4/2007,23,5676
24911,11/4/2007,24,5224
24912,11/4/2007,25,4992
24913,11/5/2007,1,4978
24914,11/5/2007,2,4991
24915,11/5/2007,3,5096
24916,11/5/2007,4,5294
24917,11/5/2007,5,5752
24918,11/5/2007,6,6840
24919,11/5/2007,7,8246
24920,11/5/2007,8,7737
24921,11/5/2007,9,6495
24922,11/5/2007,10,5629
24923,11/5/2007,11,5105
24924,11/5/2007,12,4777
24925,11/5/2007,13,4578
24926,11/5/2007,14,4455
24927,11/5/2007,15,4404
24928,11/5/2007,16,4470
24929,11/5/2007,17,4843
24930,11/5/2007,18,5936
24931,11/5/2007,19,6834
24932,11/5/2007,20,6964
24933,11/5/2007,21,6704
24934,11/5/2007,22,6191
24935,11/5/2007,23,5500
24936,11/5/2007,24,4791
24937,11/6/2007,1,4410
24938,11/6/2007,2,4233
24939,11/6/2007,3,4132
24940,11/6/2007,4,4119
24941,11/6/2007,5,4286
24942,11/6/2007,6,5032
24943,11/6/2007,7,6265
24944,11/6/2007,8,5844
24945,11/6/2007,9,5189
24946,11/6/2007,10,4930
24947,11/6/2007,11,4783
24948,11/6/2007,12,4559
24949,11/6/2007,13,4413
24950,11/6/2007,14,4334
24951,11/6/2007,15,4295
24952,11/6/2007,16,4432
24953,11/6/2007,17,4882
24954,11/6/2007,18,6065
24955,11/6/2007,19,7098
24956,11/6/2007,20,7406
24957,11/6/2007,21,7413
24958,11/6/2007,22,7003
24959,11/6/2007,23,6467
24960,11/6/2007,24,5918
24961,11/7/2007,1,5712
24962,11/7/2007,2,5824
24963,11/7/2007,3,6068
24964,11/7/2007,4,6372
24965,11/7/2007,5,6881
24966,11/7/2007,6,7901
24967,11/7/2007,7,9075
24968,11/7/2007,8,8439
24969,11/7/2007,9,7456
24970,11/7/2007,10,6350
24971,11/7/2007,11,5701
24972,11/7/2007,12,5233
24973,11/7/2007,13,4940
24974,11/7/2007,14,4754
24975,11/7/2007,15,4702
24976,11/7/2007,16,4866
24977,11/7/2007,17,5380
24978,11/7/2007,18,6726
24979,11/7/2007,19,7806
24980,11/7/2007,20,8116
24981,11/7/2007,21,8192
24982,11/7/2007,22,7869
24983,11/7/2007,23,7212
24984,11/7/2007,24,6633
24985,11/8/2007,1,6426
24986,11/8/2007,2,6517
24987,11/8/2007,3,6691
24988,11/8/2007,4,6939
24989,11/8/2007,5,7302
24990,11/8/2007,6,8260
24991,11/8/2007,7,9286
24992,11/8/2007,8,8646
24993,11/8/2007,9,7884
24994,11/8/2007,10,6820
24995,11/8/2007,11,6323
24996,11/8/2007,12,5817
24997,11/8/2007,13,5386
24998,11/8/2007,14,5150
24999,11/8/2007,15,5010
25000,11/8/2007,16,5074
25001,11/8/2007,17,5626
25002,11/8/2007,18,7076
25003,11/8/2007,19,8169
25004,11/8/2007,20,8565
25005,11/8/2007,21,8616
25006,11/8/2007,22,8364
25007,11/8/2007,23,7755
25008,11/8/2007,24,7176
25009,11/9/2007,1,6856
25010,11/9/2007,2,6702
25011,11/9/2007,3,6583
25012,11/9/2007,4,6603
25013,11/9/2007,5,6799
25014,11/9/2007,6,7509
25015,11/9/2007,7,8590
25016,11/9/2007,8,8157
25017,11/9/2007,9,7364
25018,11/9/2007,10,6802
25019,11/9/2007,11,6213
25020,11/9/2007,12,5443
25021,11/9/2007,13,5037
25022,11/9/2007,14,4858
25023,11/9/2007,15,4735
25024,11/9/2007,16,4861
25025,11/9/2007,17,5289
25026,11/9/2007,18,6358
25027,11/9/2007,19,6945
25028,11/9/2007,20,6952
25029,11/9/2007,21,6767
25030,11/9/2007,22,6418
25031,11/9/2007,23,6002
25032,11/9/2007,24,5465
25033,11/10/2007,1,5056
25034,11/10/2007,2,4856
25035,11/10/2007,3,4818
25036,11/10/2007,4,5004
25037,11/10/2007,5,5313
25038,11/10/2007,6,5638
25039,11/10/2007,7,6077
25040,11/10/2007,8,6604
25041,11/10/2007,9,6775
25042,11/10/2007,10,6525
25043,11/10/2007,11,6100
25044,11/10/2007,12,5818
25045,11/10/2007,13,5557
25046,11/10/2007,14,5346
25047,11/10/2007,15,5294
25048,11/10/2007,16,5356
25049,11/10/2007,17,5731
25050,11/10/2007,18,6727
25051,11/10/2007,19,7233
25052,11/10/2007,20,7329
25053,11/10/2007,21,7404
25054,11/10/2007,22,7295
25055,11/10/2007,23,7096
25056,11/10/2007,24,6803
25057,11/11/2007,1,6689
25058,11/11/2007,2,6709
25059,11/11/2007,3,6830
25060,11/11/2007,4,7043
25061,11/11/2007,5,7267
25062,11/11/2007,6,7694
25063,11/11/2007,7,8133
25064,11/11/2007,8,8790
25065,11/11/2007,9,8759
25066,11/11/2007,10,7818
25067,11/11/2007,11,6789
25068,11/11/2007,12,6082
25069,11/11/2007,13,5676
25070,11/11/2007,14,5467
25071,11/11/2007,15,5295
25072,11/11/2007,16,5312
25073,11/11/2007,17,5681
25074,11/11/2007,18,6740
25075,11/11/2007,19,7384
25076,11/11/2007,20,7548
25077,11/11/2007,21,7521
25078,11/11/2007,22,7220
25079,11/11/2007,23,6763
25080,11/11/2007,24,6304
25081,11/12/2007,1,6036
25082,11/12/2007,2,6036
25083,11/12/2007,3,6160
25084,11/12/2007,4,6244
25085,11/12/2007,5,6512
25086,11/12/2007,6,7076
25087,11/12/2007,7,7862
25088,11/12/2007,8,7747
25089,11/12/2007,9,7271
25090,11/12/2007,10,6983
25091,11/12/2007,11,6573
25092,11/12/2007,12,6007
25093,11/12/2007,13,5478
25094,11/12/2007,14,5073
25095,11/12/2007,15,4835
25096,11/12/2007,16,4846
25097,11/12/2007,17,5249
25098,11/12/2007,18,6395
25099,11/12/2007,19,7100
25100,11/12/2007,20,7109
25101,11/12/2007,21,6866
25102,11/12/2007,22,6341
25103,11/12/2007,23,5634
25104,11/12/2007,24,4936
25105,11/13/2007,1,4562
25106,11/13/2007,2,4419
25107,11/13/2007,3,4416
25108,11/13/2007,4,4436
25109,11/13/2007,5,4660
25110,11/13/2007,6,5441
25111,11/13/2007,7,6730
25112,11/13/2007,8,6335
25113,11/13/2007,9,5544
25114,11/13/2007,10,5060
25115,11/13/2007,11,4727
25116,11/13/2007,12,4534
25117,11/13/2007,13,4318
25118,11/13/2007,14,4221
25119,11/13/2007,15,4186
25120,11/13/2007,16,4282
25121,11/13/2007,17,4591
25122,11/13/2007,18,5713
25123,11/13/2007,19,6408
25124,11/13/2007,20,6399
25125,11/13/2007,21,6177
25126,11/13/2007,22,5631
25127,11/13/2007,23,4943
25128,11/13/2007,24,4241
25129,11/14/2007,1,3771
25130,11/14/2007,2,3550
25131,11/14/2007,3,3525
25132,11/14/2007,4,3554
25133,11/14/2007,5,3809
25134,11/14/2007,6,4610
25135,11/14/2007,7,5920
25136,11/14/2007,8,5808
25137,11/14/2007,9,5072
25138,11/14/2007,10,4649
25139,11/14/2007,11,4450
25140,11/14/2007,12,4337
25141,11/14/2007,13,4319
25142,11/14/2007,14,4339
25143,11/14/2007,15,4359
25144,11/14/2007,16,4464
25145,11/14/2007,17,4733
25146,11/14/2007,18,5626
25147,11/14/2007,19,6259
25148,11/14/2007,20,6268
25149,11/14/2007,21,6096
25150,11/14/2007,22,5611
25151,11/14/2007,23,4878
25152,11/14/2007,24,4092
25153,11/15/2007,1,3610
25154,11/15/2007,2,3402
25155,11/15/2007,3,3299
25156,11/15/2007,4,3291
25157,11/15/2007,5,3405
25158,11/15/2007,6,4102
25159,11/15/2007,7,5328
25160,11/15/2007,8,5266
25161,11/15/2007,9,4927
25162,11/15/2007,10,4815
25163,11/15/2007,11,4845
25164,11/15/2007,12,4945
25165,11/15/2007,13,4971
25166,11/15/2007,14,4949
25167,11/15/2007,15,4746
25168,11/15/2007,16,4895
25169,11/15/2007,17,5587
25170,11/15/2007,18,6894
25171,11/15/2007,19,7673
25172,11/15/2007,20,7891
25173,11/15/2007,21,7937
25174,11/15/2007,22,7571
25175,11/15/2007,23,6949
25176,11/15/2007,24,6313
25177,11/16/2007,1,5977
25178,11/16/2007,2,5882
25179,11/16/2007,3,5950
25180,11/16/2007,4,6122
25181,11/16/2007,5,6436
25182,11/16/2007,6,7325
25183,11/16/2007,7,8596
25184,11/16/2007,8,8233
25185,11/16/2007,9,7299
25186,11/16/2007,10,6731
25187,11/16/2007,11,6251
25188,11/16/2007,12,5755
25189,11/16/2007,13,5444
25190,11/16/2007,14,5237
25191,11/16/2007,15,5155
25192,11/16/2007,16,5340
25193,11/16/2007,17,5950
25194,11/16/2007,18,7284
25195,11/16/2007,19,8101
25196,11/16/2007,20,8363
25197,11/16/2007,21,8477
25198,11/16/2007,22,8391
25199,11/16/2007,23,8112
25200,11/16/2007,24,7640
25201,11/17/2007,1,7263
25202,11/17/2007,2,7308
25203,11/17/2007,3,7510
25204,11/17/2007,4,7735
25205,11/17/2007,5,7861
25206,11/17/2007,6,8172
25207,11/17/2007,7,8789
25208,11/17/2007,8,9269
25209,11/17/2007,9,8959
25210,11/17/2007,10,7914
25211,11/17/2007,11,6918
25212,11/17/2007,12,6244
25213,11/17/2007,13,5755
25214,11/17/2007,14,5466
25215,11/17/2007,15,5334
25216,11/17/2007,16,5462
25217,11/17/2007,17,5900
25218,11/17/2007,18,6690
25219,11/17/2007,19,6903
25220,11/17/2007,20,6843
25221,11/17/2007,21,6797
25222,11/17/2007,22,6655
25223,11/17/2007,23,6364
25224,11/17/2007,24,6031
25225,11/18/2007,1,5816
25226,11/18/2007,2,5770
25227,11/18/2007,3,5920
25228,11/18/2007,4,6100
25229,11/18/2007,5,6422
25230,11/18/2007,6,6779
25231,11/18/2007,7,7333
25232,11/18/2007,8,7941
25233,11/18/2007,9,8015
25234,11/18/2007,10,7231
25235,11/18/2007,11,6230
25236,11/18/2007,12,5600
25237,11/18/2007,13,5249
25238,11/18/2007,14,5078
25239,11/18/2007,15,4962
25240,11/18/2007,16,4959
25241,11/18/2007,17,5214
25242,11/18/2007,18,6255
25243,11/18/2007,19,6668
25244,11/18/2007,20,6740
25245,11/18/2007,21,6606
25246,11/18/2007,22,6169
25247,11/18/2007,23,5489
25248,11/18/2007,24,4825
25249,11/19/2007,1,4398
25250,11/19/2007,2,4283
25251,11/19/2007,3,4299
25252,11/19/2007,4,4387
25253,11/19/2007,5,4654
25254,11/19/2007,6,5518
25255,11/19/2007,7,6812
25256,11/19/2007,8,6645
25257,11/19/2007,9,6095
25258,11/19/2007,10,5853
25259,11/19/2007,11,5744
25260,11/19/2007,12,5628
25261,11/19/2007,13,5387
25262,11/19/2007,14,4966
25263,11/19/2007,15,4743
25264,11/19/2007,16,4910
25265,11/19/2007,17,5375
25266,11/19/2007,18,6660
25267,11/19/2007,19,7513
25268,11/19/2007,20,7617
25269,11/19/2007,21,7373
25270,11/19/2007,22,6883
25271,11/19/2007,23,6155
25272,11/19/2007,24,5403
25273,11/20/2007,1,4888
25274,11/20/2007,2,4667
25275,11/20/2007,3,4583
25276,11/20/2007,4,4612
25277,11/20/2007,5,4771
25278,11/20/2007,6,5528
25279,11/20/2007,7,6706
25280,11/20/2007,8,6476
25281,11/20/2007,9,5937
25282,11/20/2007,10,5663
25283,11/20/2007,11,5493
25284,11/20/2007,12,5125
25285,11/20/2007,13,4696
25286,11/20/2007,14,4497
25287,11/20/2007,15,4383
25288,11/20/2007,16,4394
25289,11/20/2007,17,4731
25290,11/20/2007,18,5863
25291,11/20/2007,19,6606
25292,11/20/2007,20,6693
25293,11/20/2007,21,6601
25294,11/20/2007,22,6280
25295,11/20/2007,23,5737
25296,11/20/2007,24,5121
25297,11/21/2007,1,4662
25298,11/21/2007,2,4521
25299,11/21/2007,3,4509
25300,11/21/2007,4,4634
25301,11/21/2007,5,4907
25302,11/21/2007,6,5609
25303,11/21/2007,7,6501
25304,11/21/2007,8,6581
25305,11/21/2007,9,6115
25306,11/21/2007,10,5605
25307,11/21/2007,11,5229
25308,11/21/2007,12,4916
25309,11/21/2007,13,4794
25310,11/21/2007,14,4689
25311,11/21/2007,15,4688
25312,11/21/2007,16,4724
25313,11/21/2007,17,4912
25314,11/21/2007,18,5873
25315,11/21/2007,19,6402
25316,11/21/2007,20,6344
25317,11/21/2007,21,6201
25318,11/21/2007,22,5870
25319,11/21/2007,23,5411
25320,11/21/2007,24,4813
25321,11/22/2007,1,4198
25322,11/22/2007,2,3818
25323,11/22/2007,3,3611
25324,11/22/2007,4,3532
25325,11/22/2007,5,3544
25326,11/22/2007,6,3728
25327,11/22/2007,7,4087
25328,11/22/2007,8,4729
25329,11/22/2007,9,5648
25330,11/22/2007,10,6297
25331,11/22/2007,11,6658
25332,11/22/2007,12,6667
25333,11/22/2007,13,6293
25334,11/22/2007,14,5881
25335,11/22/2007,15,5604
25336,11/22/2007,16,5322
25337,11/22/2007,17,5195
25338,11/22/2007,18,5484
25339,11/22/2007,19,5587
25340,11/22/2007,20,5491
25341,11/22/2007,21,5354
25342,11/22/2007,22,5061
25343,11/22/2007,23,4712
25344,11/22/2007,24,4255
25345,11/23/2007,1,3888
25346,11/23/2007,2,3768
25347,11/23/2007,3,3799
25348,11/23/2007,4,3956
25349,11/23/2007,5,4206
25350,11/23/2007,6,4617
25351,11/23/2007,7,5149
25352,11/23/2007,8,5574
25353,11/23/2007,9,5990
25354,11/23/2007,10,6118
25355,11/23/2007,11,5891
25356,11/23/2007,12,5612
25357,11/23/2007,13,5367
25358,11/23/2007,14,5135
25359,11/23/2007,15,5039
25360,11/23/2007,16,5169
25361,11/23/2007,17,5688
25362,11/23/2007,18,6884
25363,11/23/2007,19,7568
25364,11/23/2007,20,7861
25365,11/23/2007,21,8020
25366,11/23/2007,22,7991
25367,11/23/2007,23,7878
25368,11/23/2007,24,7647
25369,11/24/2007,1,7434
25370,11/24/2007,2,7410
25371,11/24/2007,3,7529
25372,11/24/2007,4,7698
25373,11/24/2007,5,7940
25374,11/24/2007,6,8337
25375,11/24/2007,7,8789
25376,11/24/2007,8,9188
25377,11/24/2007,9,9129
25378,11/24/2007,10,8488
25379,11/24/2007,11,7686
25380,11/24/2007,12,6903
25381,11/24/2007,13,6283
25382,11/24/2007,14,5823
25383,11/24/2007,15,5614
25384,11/24/2007,16,5670
25385,11/24/2007,17,6185
25386,11/24/2007,18,7471
25387,11/24/2007,19,8084
25388,11/24/2007,20,8335
25389,11/24/2007,21,8464
25390,11/24/2007,22,8381
25391,11/24/2007,23,7971
25392,11/24/2007,24,7400
25393,11/25/2007,1,6896
25394,11/25/2007,2,6535
25395,11/25/2007,3,6309
25396,11/25/2007,4,6158
25397,11/25/2007,5,6158
25398,11/25/2007,6,6271
25399,11/25/2007,7,6496
25400,11/25/2007,8,6936
25401,11/25/2007,9,7498
25402,11/25/2007,10,7708
25403,11/25/2007,11,7409
25404,11/25/2007,12,7149
25405,11/25/2007,13,7073
25406,11/25/2007,14,6973
25407,11/25/2007,15,6883
25408,11/25/2007,16,6894
25409,11/25/2007,17,7106
25410,11/25/2007,18,8073
25411,11/25/2007,19,8305
25412,11/25/2007,20,8229
25413,11/25/2007,21,7937
25414,11/25/2007,22,7307
25415,11/25/2007,23,6474
25416,11/25/2007,24,5706
25417,11/26/2007,1,5240
25418,11/26/2007,2,5049
25419,11/26/2007,3,5013
25420,11/26/2007,4,5024
25421,11/26/2007,5,5267
25422,11/26/2007,6,5992
25423,11/26/2007,7,7195
25424,11/26/2007,8,6947
25425,11/26/2007,9,6344
25426,11/26/2007,10,6092
25427,11/26/2007,11,5874
25428,11/26/2007,12,5621
25429,11/26/2007,13,5485
25430,11/26/2007,14,5396
25431,11/26/2007,15,5248
25432,11/26/2007,16,5262
25433,11/26/2007,17,5741
25434,11/26/2007,18,6772
25435,11/26/2007,19,7170
25436,11/26/2007,20,7020
25437,11/26/2007,21,6709
25438,11/26/2007,22,6112
25439,11/26/2007,23,5227
25440,11/26/2007,24,4379
25441,11/27/2007,1,3817
25442,11/27/2007,2,3533
25443,11/27/2007,3,3430
25444,11/27/2007,4,3417
25445,11/27/2007,5,3577
25446,11/27/2007,6,4291
25447,11/27/2007,7,5551
25448,11/27/2007,8,5397
25449,11/27/2007,9,4907
25450,11/27/2007,10,4689
25451,11/27/2007,11,4623
25452,11/27/2007,12,4543
25453,11/27/2007,13,4450
25454,11/27/2007,14,4363
25455,11/27/2007,15,4301
25456,11/27/2007,16,4464
25457,11/27/2007,17,4922
25458,11/27/2007,18,6297
25459,11/27/2007,19,7208
25460,11/27/2007,20,7496
25461,11/27/2007,21,7527
25462,11/27/2007,22,7180
25463,11/27/2007,23,6646
25464,11/27/2007,24,6045
25465,11/28/2007,1,5769
25466,11/28/2007,2,5824
25467,11/28/2007,3,6040
25468,11/28/2007,4,6317
25469,11/28/2007,5,6830
25470,11/28/2007,6,7913
25471,11/28/2007,7,9367
25472,11/28/2007,8,9049
25473,11/28/2007,9,7794
25474,11/28/2007,10,6646
25475,11/28/2007,11,5937
25476,11/28/2007,12,5414
25477,11/28/2007,13,5062
25478,11/28/2007,14,4820
25479,11/28/2007,15,4743
25480,11/28/2007,16,4919
25481,11/28/2007,17,5553
25482,11/28/2007,18,7081
25483,11/28/2007,19,8109
25484,11/28/2007,20,8466
25485,11/28/2007,21,8581
25486,11/28/2007,22,8293
25487,11/28/2007,23,7555
25488,11/28/2007,24,6873
25489,11/29/2007,1,6641
25490,11/29/2007,2,6595
25491,11/29/2007,3,6572
25492,11/29/2007,4,6600
25493,11/29/2007,5,6828
25494,11/29/2007,6,7720
25495,11/29/2007,7,8887
25496,11/29/2007,8,8390
25497,11/29/2007,9,7472
25498,11/29/2007,10,6835
25499,11/29/2007,11,6427
25500,11/29/2007,12,6054
25501,11/29/2007,13,5658
